# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "5" "-t" "CDS,sRNA" "-g" "locus_tag" "-a" "../data/reference_sequences/SA101588_prokka.gff" "-o" "../data/rna_align/counttable_prokka.txt" "../data/rna_align/LND_0_rep1.fq.gz.bam" "../data/rna_align/LND_0_rep2.fq.gz.bam" "../data/rna_align/LND_0_rep3.fq.gz.bam" "../data/rna_align/LND_16_rep1.fq.gz.bam" "../data/rna_align/LND_16_rep2.fq.gz.bam" "../data/rna_align/LND_16_rep3.fq.gz.bam" "../data/rna_align/LND_8_rep1.fq.gz.bam" "../data/rna_align/LND_8_rep2.fq.gz.bam" "../data/rna_align/LND_8_rep3.fq.gz.bam" 
Geneid	Chr	Start	End	Strand	Length	../data/rna_align/LND_0_rep1.fq.gz.bam	../data/rna_align/LND_0_rep2.fq.gz.bam	../data/rna_align/LND_0_rep3.fq.gz.bam	../data/rna_align/LND_16_rep1.fq.gz.bam	../data/rna_align/LND_16_rep2.fq.gz.bam	../data/rna_align/LND_16_rep3.fq.gz.bam	../data/rna_align/LND_8_rep1.fq.gz.bam	../data/rna_align/LND_8_rep2.fq.gz.bam	../data/rna_align/LND_8_rep3.fq.gz.bam
SA101588_00893	101588_2	227009	227593	+	585	1511	1600	1484	1733	1563	1115	2046	1709	1398
SA101588_00894	101588_2	227594	227947	+	354	1064	1287	1206	1257	1102	761	1418	1032	991
SA101588_00895	101588_2	227950	228666	+	717	1650	1804	1703	1995	1769	1079	2250	1800	1696
SA101588_00896	101588_2	228715	229392	+	678	133	141	148	195	144	117	206	173	157
SA101588_00897	101588_2	229514	229945	+	432	804	826	754	462	428	233	575	432	420
SA101588_00898	101588_2	229950	232151	+	2202	311	303	300	241	223	222	389	243	250
SA101588_00899	101588_2	232208	233182	+	975	487	579	514	695	648	218	714	654	536
SA101588_00900	101588_2	233227	233478	-	252	3797	5298	4210	6846	6988	1038	7412	6611	5629
SA101588_00901	101588_2	233824	235647	+	1824	3697	4444	3909	4065	3681	3717	4826	3992	3706
SA101588_00902	101588_2	235715	235909	-	195	35	58	38	34	41	43	61	46	45
SA101588_00903	101588_2	236122	237279	+	1158	253	388	344	304	300	245	406	376	301
SA101588_00904	101588_2	237379	238356	+	978	4860	8792	7798	2264	2669	1498	6001	2810	2619
SA101588_00905	101588_2	238388	239014	+	627	2498	4454	4486	1740	1661	1383	3410	1747	1643
SA101588_00906	101588_2	239083	240915	+	1833	8987	11942	12071	11259	10122	9681	14929	9853	9807
SA101588_00907	101588_2	241051	242190	+	1140	2098	2445	2253	2140	1981	2168	2603	2039	1842
SA101588_00908	101588_2	242194	243132	+	939	1504	1881	1716	1778	1726	1410	2204	1653	1570
SA101588_00909	101588_2	243134	243886	+	753	858	1006	898	951	799	643	1070	962	811
SA101588_00910	101588_2	243893	245239	+	1347	3640	4207	3694	6022	5736	4102	6569	5488	5127
SA101588_00911	101588_2	245532	245708	+	177	10144	14499	12651	24599	22945	3868	26217	21050	19294
SA101588_00912	101588_2	245928	246635	+	708	8565	9245	7928	3685	3651	3762	4663	3950	3115
SA101588_00913	101588_2	246653	247642	+	990	13118	15085	14074	8935	8459	9197	10021	8270	7512
SA101588_00914	101588_2	247659	248357	+	699	8372	10539	9655	6294	6062	6018	7176	6096	5575
SA101588_00915	101588_2	248661	249608	+	948	1918	2201	2231	843	839	546	1164	881	829
SA101588_00916	101588_2	249609	250076	+	468	808	945	1079	480	402	317	538	357	403
SA101588_00917	101588_2	250079	250423	+	345	432	479	410	218	206	202	254	191	233
SA101588_00918	101588_2	250434	250838	+	405	678	792	739	344	281	343	444	306	303
SA101588_00919	101588_2	250839	251738	+	900	1711	1878	1851	782	765	733	980	797	738
SA101588_00920	101588_2	251766	252512	+	747	1267	1359	1276	610	530	374	694	531	600
SA101588_00921	101588_2	252663	254054	-	1392	11524	12378	10665	4859	4633	1654	5652	4731	4091
SA101588_00922	101588_2	254521	255012	+	492	1003	911	970	304	239	166	358	276	295
SA101588_00923	101588_2	255023	255841	+	819	1733	1912	1831	1226	1002	533	1270	995	979
SA101588_00924	101588_2	255902	257701	+	1800	2940	3335	3019	2725	2876	1959	3164	2888	2427
SA101588_00925	101588_2	257925	259031	+	1107	6376	8262	7643	8880	8241	5223	9524	8166	7371
SA101588_00926	101588_2	259162	259839	+	678	718	856	715	1223	1264	1009	1379	1270	1025
SA101588_00927	101588_2	259842	260942	+	1101	1336	1485	1289	2258	2073	1182	2221	2090	1860
SA101588_00928	101588_2	261056	262402	+	1347	2684	3220	2888	4045	3863	2390	4548	3934	3515
SA101588_00929	101588_2	262412	263302	+	891	1456	1841	1665	2717	2652	1508	3178	2632	2433
SA101588_00930	101588_2	263428	264213	+	786	526	514	461	728	743	533	757	832	586
SA101588_00931	101588_2	264246	265118	+	873	497	497	376	684	707	613	791	746	594
SA101588_00932	101588_2	265105	265515	+	411	210	322	239	403	390	267	428	340	352
SA101588_00933	101588_2	265791	266390	+	600	17659	19142	18888	7849	6540	7416	9285	6675	6526
SA101588_00934	101588_2	266511	268586	+	2076	4735	5322	5040	2966	2542	2847	3569	2689	2674
SA101588_00935	101588_2	268699	268848	+	150	2202	3503	2798	4004	3732	575	4302	3574	3583
SA101588_00936	101588_2	269003	269596	+	594	675	756	698	437	417	169	542	471	457
SA101588_00937	101588_2	269608	271071	+	1464	3224	3338	3028	2496	2288	1228	2869	2604	2048
SA101588_00938	101588_2	271252	272238	+	987	2915	2897	2804	2877	2746	1835	3187	2726	2687
SA101588_00939	101588_2	272238	272567	+	330	789	891	796	1012	874	484	1112	946	760
SA101588_00940	101588_2	272564	273187	+	624	1503	1990	1893	1916	1749	930	2249	1760	1748
SA101588_00941	101588_2	273239	274213	+	975	68	62	63	34	45	33	58	41	44
SA101588_00942	101588_2	274185	275255	+	1071	55	47	46	36	26	20	42	41	32
SA101588_00943	101588_2	275269	275580	+	312	3	10	7	11	12	5	19	14	15
SA101588_00944	101588_2	275570	276004	+	435	16	8	6	19	14	4	18	11	10
SA101588_00945	101588_2	275991	276290	+	300	9	17	17	7	17	12	19	16	16
SA101588_00946	101588_2	276331	276705	+	375	24	11	18	27	26	21	36	22	26
SA101588_00947	101588_2	276938	277462	+	525	780	824	810	618	472	155	656	455	486
SA101588_00948	101588_2	277449	277546	+	98	597	474	338	88	106	37	121	96	88
SA101588_00949	101588_2	277621	278712	+	1092	16524	17447	15400	7269	6003	4018	7223	5805	5160
SA101588_00950	101588_2	278732	280078	+	1347	21988	23139	20311	14817	13379	10088	16330	13580	11706
SA101588_00951	101588_2	280071	281543	+	1473	25430	27410	23851	20695	19098	13937	23553	19765	17249
SA101588_00952	101588_2	281907	282293	-	387	3067	3800	3258	1167	990	515	1325	1207	1082
SA101588_00953	101588_2	282451	283281	+	831	1747	2014	1895	844	708	597	997	784	759
SA101588_00954	101588_2	283345	283563	-	219	77	99	120	41	62	16	49	31	42
SA101588_00955	101588_2	283577	284158	-	582	891	853	799	267	190	114	318	274	278
SA101588_00956	101588_2	284263	285324	+	1062	3216	3331	3287	1620	1613	615	1888	1550	1405
SA101588_00957	101588_2	285350	285907	+	558	6760	8429	7693	6401	5969	1632	6951	5629	5261
SA101588_00958	101588_2	286380	286844	+	465	1429	1777	1668	1507	1220	1112	1560	1354	1275
SA101588_00959	101588_2	286844	288199	+	1356	4324	4882	4426	4885	4426	2899	5599	4625	4333
SA101588_00960	101588_2	288214	288576	+	363	1854	1985	1967	1789	1638	919	2027	1790	1707
SA101588_00961	101588_2	288636	289025	+	390	1499	1497	1507	1560	1347	619	1842	1566	1319
SA101588_00962	101588_2	289042	290379	+	1338	3021	3015	2737	2419	2282	1224	2868	2695	2295
SA101588_00963	101588_2	290372	290602	+	231	279	298	292	211	195	77	257	223	218
SA101588_00964	101588_2	290580	291461	+	882	2025	2509	2185	1963	1740	680	2185	1809	1820
SA101588_00965	101588_2	291892	292344	+	453	1116	1235	1124	337	309	164	462	337	335
SA101588_00966	101588_2	292360	294039	+	1680	3362	3812	3665	1193	1033	1005	1514	1177	996
SA101588_00967	101588_2	294192	295613	+	1422	1936	2194	1921	1124	1062	1125	1322	999	928
SA101588_00968	101588_2	295629	296621	+	993	1407	1673	1650	1068	998	952	1270	972	934
SA101588_00969	101588_2	296621	297604	+	984	1218	1113	955	490	412	415	604	508	456
SA101588_00970	101588_2	297617	298891	+	1275	2111	2525	2263	1570	1262	844	1701	1430	1323
SA101588_00971	101588_2	299241	299678	+	438	1654	1686	1663	747	643	350	745	559	618
SA101588_00972	101588_2	299692	300672	+	981	1661	1521	1479	645	667	344	848	654	649
SA101588_00973	101588_2	300799	300891	-	93	160	185	165	121	90	55	154	107	106
SA101588_00974	101588_2	301241	302374	+	1134	1087	1226	1242	633	431	315	673	501	473
SA101588_00975	101588_2	302442	303848	+	1407	9280	9962	8915	7338	5756	3185	8185	6115	5978
SA101588_00976	101588_2	304067	304438	+	372	1834	2163	1851	1598	1372	333	1682	1360	1344
SA101588_00977	101588_2	304632	305651	+	1020	540	538	515	596	493	424	571	521	442
SA101588_00978	101588_2	305667	307316	+	1650	1297	1402	1447	1907	1533	996	1894	1518	1425
SA101588_00979	101588_2	307399	308265	-	867	1553	1788	1719	2168	2010	743	2433	1975	1911
SA101588_00980	101588_2	308495	309979	-	1485	8249	8029	7260	4240	3601	3702	4877	4030	3659
SA101588_00981	101588_2	310292	311212	+	921	949	1022	914	1376	1233	868	1463	1356	1197
SA101588_00982	101588_2	311317	312132	-	816	1745	1703	1684	1226	969	406	1266	969	895
SA101588_00983	101588_2	312274	313029	+	756	538	542	478	208	181	87	239	208	166
SA101588_00984	101588_2	313045	313293	+	249	146	175	154	67	78	46	101	57	84
SA101588_00985	101588_2	313509	314417	-	909	1944	2070	1843	792	653	359	849	656	649
SA101588_00986	101588_2	314499	315041	+	543	579	556	500	310	280	164	356	296	261
SA101588_00987	101588_2	315146	315595	+	450	2451	2794	2341	3338	2938	1043	3230	2834	2580
SA101588_00988	101588_2	315644	316531	+	888	1170	1228	1084	1561	1325	722	1671	1358	1211
SA101588_00989	101588_2	316609	317115	-	507	207	235	219	121	114	114	109	97	123
SA101588_00990	101588_2	317183	317938	+	756	1077	1284	1159	987	939	527	1119	887	836
SA101588_00991	101588_2	317931	318473	+	543	533	658	651	621	557	420	645	490	418
SA101588_00992	101588_2	318466	319203	+	738	999	1255	1178	1128	1013	729	1214	1110	884
SA101588_00993	101588_2	319336	320061	+	726	3777	3819	3477	1772	1511	593	2131	1695	1397
SA101588_00994	101588_2	320042	321793	+	1752	2963	3405	3322	2648	2348	1331	2884	2404	2328
SA101588_00995	101588_2	322038	322967	+	930	566	617	596	348	276	210	417	358	269
SA101588_00996	101588_2	322960	324987	+	2028	923	927	919	513	469	322	629	544	486
SA101588_00997	101588_2	325030	326235	-	1206	368	364	391	210	189	204	312	235	201
SA101588_00998	101588_2	326361	326975	+	615	1888	1858	1765	976	901	892	1088	932	826
SA101588_00999	101588_2	326972	327097	-	126	275	267	275	150	162	201	190	159	167
SA101588_01000	101588_2	327348	327932	-	585	1309	1629	1627	1037	892	1047	1083	863	842
SA101588_01001	101588_2	327950	328411	-	462	571	692	696	265	211	231	297	226	224
SA101588_01002	101588_2	328424	328747	-	324	876	1044	1143	411	355	175	538	408	421
SA101588_01003	101588_2	328911	329159	+	249	751	959	710	1078	884	351	1047	857	831
SA101588_01004	101588_2	329175	329318	+	144	89	81	45	44	29	22	43	23	28
SA101588_01005	101588_2	329308	329517	-	210	3328	4583	3624	1876	2085	399	2425	1918	1683
SA101588_01006	101588_2	329573	329818	+	246	582	493	410	224	182	101	263	238	174
SA101588_01007	101588_2	329787	330152	-	366	1760	1806	1558	673	627	341	785	750	593
SA101588_01008	101588_2	330207	330422	+	216	296	311	223	137	138	71	142	157	98
SA101588_01009	101588_2	330447	330710	+	264	333	448	382	226	168	105	261	166	165
SA101588_01010	101588_2	330723	330884	+	162	159	144	90	68	58	38	68	52	54
SA101588_01011	101588_2	330963	331286	+	324	273	296	277	122	106	58	132	105	102
SA101588_01012	101588_2	331301	331663	+	363	203	192	151	78	72	32	85	72	60
SA101588_01013	101588_2	331660	332826	+	1167	428	397	275	207	149	80	262	120	100
SA101588_01014	101588_2	332852	333409	+	558	404	448	338	200	136	63	219	157	124
SA101588_01015	101588_2	333469	335430	+	1962	475	410	312	206	119	84	220	153	91
SA101588_01016	101588_2	335443	335628	+	186	12	17	10	11	5	2	7	7	4
SA101588_01017	101588_2	335628	336029	+	402	74	82	63	38	16	18	19	28	24
SA101588_01018	101588_2	336029	336283	+	255	52	57	35	32	11	24	24	13	27
SA101588_01019	101588_2	336289	336531	+	243	57	57	52	16	14	14	22	17	17
SA101588_01020	101588_2	336545	336751	+	207	21	25	22	16	16	10	14	6	6
SA101588_01021	101588_2	336754	337161	+	408	44	52	45	26	17	23	38	31	17
SA101588_01022	101588_2	337158	337352	+	195	13	16	16	12	12	6	8	7	4
SA101588_01023	101588_2	337349	337786	+	438	63	59	61	32	19	22	45	19	19
SA101588_01024	101588_2	337783	338148	+	366	77	70	44	43	28	47	65	18	45
SA101588_01025	101588_2	338141	338389	+	249	34	28	30	18	10	14	17	12	14
SA101588_01026	101588_2	338382	338942	+	561	112	132	65	61	53	56	84	37	35
SA101588_01027	101588_2	338979	339179	+	201	41	40	27	33	10	19	23	11	10
SA101588_01028	101588_2	339179	339382	+	204	38	17	19	15	13	12	17	17	6
SA101588_01029	101588_2	339379	339582	+	204	35	26	22	20	14	15	21	10	9
SA101588_01030	101588_2	339575	339811	+	237	24	15	12	7	6	8	18	13	6
SA101588_01031	101588_2	339801	340190	+	390	61	79	66	55	47	44	65	33	48
SA101588_01032	101588_2	340187	340339	+	153	33	22	15	10	10	4	7	10	10
SA101588_01033	101588_2	340407	340607	+	201	55	25	40	16	22	14	24	18	21
SA101588_01034	101588_2	340659	343106	+	2448	452	391	267	281	226	206	365	270	226
SA101588_01035	101588_2	343447	343737	+	291	41	26	28	41	34	22	64	32	41
SA101588_01036	101588_2	343727	345085	+	1359	174	184	154	206	196	169	208	171	180
SA101588_01037	101588_2	345098	345535	+	438	65	60	75	81	68	59	108	63	79
SA101588_01038	101588_2	345692	346006	+	315	19	29	12	12	9	8	5	14	6
SA101588_01039	101588_2	346129	346434	+	306	17	53	17	12	15	8	19	7	11
SA101588_01040	101588_2	346424	348115	+	1692	125	159	133	96	90	77	141	92	83
SA101588_01041	101588_2	348120	349358	+	1239	121	137	111	92	115	74	100	78	104
SA101588_01042	101588_2	349342	350115	+	774	82	102	87	40	55	20	57	53	57
SA101588_01043	101588_2	350127	351290	+	1164	362	433	308	202	176	111	230	218	156
SA101588_01044	101588_2	351359	351637	+	279	63	53	44	33	32	13	49	47	30
SA101588_01045	101588_2	351649	351981	+	333	46	60	44	17	33	8	42	35	18
SA101588_01046	101588_2	351978	352379	+	402	97	118	86	50	69	11	71	67	39
SA101588_01047	101588_2	352380	352775	+	396	42	52	38	24	33	5	32	24	18
SA101588_01048	101588_2	352810	353451	+	642	178	184	135	96	93	68	88	76	74
SA101588_01049	101588_2	353543	353998	+	456	133	177	114	106	91	102	130	92	79
SA101588_01050	101588_2	354056	354406	+	351	38	34	44	13	23	14	23	19	12
SA101588_01051	101588_2	354448	354606	+	159	6	17	10	3	3	3	9	14	6
SA101588_01052	101588_2	354620	360820	+	6201	460	508	479	498	418	709	561	462	488
SA101588_01053	101588_2	360820	361644	+	825	26	33	32	33	20	31	29	27	15
SA101588_01054	101588_2	361653	363236	+	1584	74	92	95	103	86	85	120	78	87
SA101588_01055	101588_2	363236	363526	+	291	12	11	12	19	6	7	19	7	9
SA101588_01056	101588_2	363542	365452	+	1911	121	133	109	108	93	62	134	88	100
SA101588_01057	101588_2	365452	366918	+	1467	43	44	27	37	25	25	24	25	22
SA101588_01058	101588_2	366918	367307	+	390	17	22	15	10	9	5	9	11	10
SA101588_01059	101588_2	367300	367464	+	165	7	3	6	7	4	2	3	3	0
SA101588_01060	101588_2	367510	367809	+	300	9	13	9	8	7	2	5	5	6
SA101588_01061	101588_2	367945	368382	+	438	14	19	15	5	6	7	14	7	3
SA101588_01062	101588_2	368363	369808	+	1446	232	262	243	161	162	138	202	145	151
SA101588_01063	101588_2	369373	369627	+	255	0	0	0	0	0	0	0	0	0
SA101588_01064	101588_2	370068	370182	+	115	896	1035	741	1089	1077	911	1256	1031	901
SA101588_01065	101588_2	370711	370890	+	180	2428	2648	2457	2857	2361	573	3099	2618	2324
SA101588_01066	101588_2	370912	371439	+	528	4015	4606	4546	6374	5272	1119	6489	4946	4633
SA101588_01067	101588_2	371429	371827	+	399	2190	2256	2024	2925	2742	491	3305	2521	2331
SA101588_01068	101588_2	372409	373278	+	870	27	20	22	49	32	21	58	30	37
SA101588_01069	101588_2	373393	374229	+	837	41	37	39	35	43	27	46	36	31
SA101588_01070	101588_2	374744	375616	+	873	63	84	73	87	95	64	88	89	70
SA101588_01071	101588_2	375824	375958	+	135	257	247	268	123	140	58	204	115	134
SA101588_01072	101588_2	376020	376565	+	546	562	600	557	335	303	193	463	334	297
SA101588_01073	101588_2	376671	376919	-	249	311	526	476	1135	995	431	1279	1001	1018
SA101588_01074	101588_2	377027	377980	+	954	907	947	883	1082	1059	739	1339	1130	971
SA101588_01075	101588_2	377970	379349	+	1380	914	975	993	646	576	841	800	585	545
SA101588_01076	101588_2	379502	380956	+	1455	10434	12588	12063	8520	7695	12117	9224	7309	7064
SA101588_01077	101588_2	381359	382345	+	987	1084	1307	1091	924	950	446	1141	991	866
SA101588_01078	101588_2	382460	383428	-	969	989	970	919	300	285	185	346	317	274
SA101588_01079	101588_2	383505	384164	+	660	1608	1866	1674	827	686	669	832	649	670
SA101588_01080	101588_2	384876	386051	+	1176	18994	20924	20412	4749	3892	1525	5752	4185	4248
SA101588_01081	101588_2	386273	387583	+	1311	4148	4561	4341	4124	3481	3444	4400	3721	3484
SA101588_01082	101588_2	387600	388598	+	999	3514	3440	2999	3968	3463	3416	4622	3738	3272
SA101588_01083	101588_2	388769	389041	+	273	84505	110713	97495	47063	43680	14284	53146	39759	39421
SA101588_01084	101588_2	389472	390044	+	573	1614	1888	1713	971	752	506	1046	885	897
SA101588_01085	101588_2	390047	390772	+	726	1678	1805	1687	1126	933	717	1331	1005	1045
SA101588_01086	101588_2	390774	391733	+	960	2233	2662	2478	1634	1551	941	2139	1607	1475
SA101588_01087	101588_2	391825	392274	+	450	9253	9500	7925	3233	2820	619	3869	3127	2949
SA101588_01088	101588_2	392480	392680	+	201	50	41	38	45	66	12	72	74	41
SA101588_01089	101588_2	393067	394233	+	1167	1288	1492	1363	1740	1613	1480	1824	1686	1473
SA101588_01090	101588_2	394259	395323	+	1065	876	966	955	1504	1460	1399	1648	1424	1228
SA101588_01091	101588_2	395333	396631	+	1299	1303	1537	1514	2466	2412	2057	2804	2411	2167
SA101588_01092	101588_2	396638	397882	+	1245	1583	1863	1753	3136	2926	1923	3507	3137	2756
SA101588_01093	101588_2	397842	398471	+	630	444	446	372	587	625	387	707	698	516
SA101588_01094	101588_2	398461	399048	+	588	713	935	789	1489	1195	507	1629	1245	1167
SA101588_01095	101588_2	399102	399800	+	699	11847	12555	11168	5589	5422	2129	7224	5431	4999
SA101588_01096	101588_2	400135	400452	+	318	265	323	299	225	168	134	264	178	209
SA101588_01097	101588_2	400696	401838	+	1143	662	714	731	625	537	453	763	648	508
SA101588_01098	101588_2	401843	403045	+	1203	694	717	625	668	539	292	675	567	506
SA101588_01099	101588_2	403032	404003	+	972	841	915	893	488	448	212	629	477	433
SA101588_01100	101588_2	404027	406720	+	2694	2516	2704	2534	1428	1134	650	1760	1356	1225
SA101588_01101	101588_2	407042	408334	+	1293	8824	10259	9922	5632	4699	2949	6827	5012	5093
SA101588_01102	101588_2	408663	409349	+	687	646	665	700	421	353	199	465	344	373
SA101588_01103	101588_2	409339	409998	+	660	505	573	537	361	319	207	413	356	332
SA101588_01104	101588_2	410003	410344	+	342	279	281	271	202	211	84	249	190	205
SA101588_01105	101588_2	410862	413045	-	2184	15918	19243	16950	23557	24868	22332	27403	24479	20660
SA101588_01106	101588_2	413042	413668	-	627	2861	3366	2648	5178	5404	3955	5789	5408	4217
SA101588_01107	101588_2	414156	414557	+	402	1530	1423	1383	458	378	205	484	409	429
SA101588_01108	101588_2	414550	415113	+	564	2474	2393	2308	1698	1256	935	1743	1357	1478
SA101588_01109	101588_2	415127	415471	+	345	5410	5473	4716	4300	3757	1732	4456	3989	3432
SA101588_01110	101588_2	415534	415913	+	380	31264	53411	47901	29411	28792	7592	34996	26752	25877
SA101588_01111	101588_2	415572	415688	+	117	0	0	0	0	0	0	0	0	0
SA101588_01112	101588_2	416122	417267	+	1146	862	1046	899	1191	1152	694	1339	1228	961
SA101588_01113	101588_2	417351	417683	+	333	186	280	269	311	309	130	326	268	248
SA101588_01114	101588_2	417891	419231	-	1341	250	277	223	396	367	271	414	328	301
SA101588_01115	101588_2	419460	422975	+	3516	4979	5110	4815	4734	4013	3876	5098	4092	3829
SA101588_01116	101588_2	422995	423873	+	879	1413	1577	1420	1266	1125	746	1504	1240	1187
SA101588_01117	101588_2	424348	425466	+	1119	39	26	39	44	41	44	32	19	23
SA101588_01118	101588_2	425561	426601	+	1041	26	33	35	35	33	41	47	30	37
SA101588_01119	101588_2	426632	427954	+	1323	72	63	56	89	85	93	91	73	85
SA101588_01120	101588_2	428111	429502	+	1392	60	72	54	81	93	99	114	79	94
SA101588_01121	101588_2	429903	461768	+	31866	1003	1222	1175	1708	1763	2702	2048	1729	1569
SA101588_01122	101588_2	461827	462228	-	402	158	206	179	117	84	31	115	101	101
SA101588_01123	101588_2	462464	463168	-	705	147	204	181	276	344	64	304	353	233
SA101588_01124	101588_2	463619	463870	+	252	533	556	570	425	370	314	535	418	398
SA101588_01125	101588_2	463908	465032	+	1125	2136	2371	2357	1974	1772	1408	2153	2004	1842
SA101588_01126	101588_2	465048	465485	+	438	1044	1433	1304	1440	1179	672	1599	1173	1266
SA101588_01127	101588_2	465909	466865	+	957	1844	1884	1667	1118	929	919	1298	1052	1034
SA101588_01128	101588_2	467065	467544	+	480	2770	2712	2667	1808	1533	1446	2028	1533	1506
SA101588_01129	101588_2	467559	468398	+	840	4798	4630	4513	3844	3281	2931	4255	3420	3236
SA101588_01130	101588_2	468484	469017	+	534	4483	5186	5003	4406	3750	3266	4881	3556	3604
SA101588_01131	101588_2	469010	469438	+	429	2252	2118	2124	2467	2088	1529	2694	2027	2093
SA101588_01132	101588_2	469450	469950	+	501	3827	3966	3859	4155	3378	2454	4622	3538	3446
SA101588_01133	101588_2	469950	470171	+	222	571	749	688	661	528	303	743	489	613
SA101588_01134	101588_2	470356	471846	+	1491	3140	3166	3011	2017	1746	1207	2295	1944	1917
SA101588_01135	101588_2	472247	472756	+	510	674	734	710	804	680	408	927	684	716
SA101588_01136	101588_2	472768	473838	+	1071	1322	1376	1401	1666	1304	882	1842	1385	1396
SA101588_01137	101588_2	473296	473470	-	175	0	0	0	0	0	0	0	0	0
SA101588_01138	101588_2	473855	474469	+	615	818	896	819	870	697	479	949	731	705
SA101588_01139	101588_2	474483	474663	-	181	12	9	9	2	3	5	10	6	3
SA101588_01140	101588_2	474586	474786	+	201	13	9	10	7	7	3	11	11	2
SA101588_01141	101588_2	475257	475916	+	660	1302	1206	1298	1308	1147	821	1443	1137	1247
SA101588_01142	101588_2	475913	477268	+	1356	2582	2538	2751	2706	2257	1869	3010	2243	2370
SA101588_01143	101588_2	477557	480355	+	2799	33647	35932	33744	21331	19122	25405	24482	19750	17696
SA101588_01144	101588_2	480369	481640	+	1272	18472	22011	21306	18033	15959	19997	20429	16817	15557
SA101588_01145	101588_2	482220	483029	+	810	3740	4217	4098	2634	2297	1346	3199	2402	2187
SA101588_01146	101588_2	483058	483261	+	204	891	1093	1147	1042	825	397	1135	855	885
